LineId,Content,EventId,EventTemplate
1106,session opened for user root by (uid=0),E118,session opened for user root by (uid=0)
1107,(root) CMD (/projects/tbird/temps/get_temps d),E2,(root) CMD (/projects/tbird/temps/get_temps <*>)
1108,session opened for user root by (uid=0),E118,session opened for user root by (uid=0)
1109,(root) CMD (/projects/tbird/temps/get_temps e),E2,(root) CMD (/projects/tbird/temps/get_temps <*>)
1110,data_thread() got not answer from any [Thunderbird_A4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1111,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1112,"synchronized to 10.100.16.250, stratum 3,synchronized to 10.100.28.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1114,"data_thread() got not answer from any [Thunderbird_B3] datasource,data_thread() got not answer from any [Thunderbird_B6] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1116,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1117,data_thread() got not answer from any [Thunderbird_A3] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1118,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
1119,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
1120,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1121,"data_thread() got not answer from any [Thunderbird_A5] datasource,data_thread() got not answer from any [Thunderbird_C8] datasource,data_thread() got not answer from any [Thunderbird_C1] datasource,data_thread() got not answer from any [Thunderbird_B7] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1125,RRD_update (/var/lib/ganglia/rrds/D Nodes/dn731/pkts_out.rrd): illegal attempt to update using time 1131563412 when last update time is 1131563412 (minimum one second step),E111,RRD_update (/var/lib/ganglia/rrds/<*>.rrd): illegal attempt to update using time <*> when last update time is <*> (minimum one second step)
1126,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1127,data_thread() got not answer from any [Thunderbird_A6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1128,"synchronized to 10.100.22.250, stratum 3,synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1130,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1131,data_thread() got not answer from any [Thunderbird_D6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1132,"synchronized to 10.100.16.250, stratum 3,synchronized to 10.100.18.250, stratum 3,synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1135,data_thread() got not answer from any [Thunderbird_A7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1136,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1137,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
1138,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
1139,"synchronized to 10.100.22.250, stratum 3,synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1141,"data_thread() got not answer from any [Thunderbird_B2] datasource,data_thread() got not answer from any [Thunderbird_B4] datasource,data_thread() got not answer from any [Thunderbird_C4] datasource,data_thread() got not answer from any [Thunderbird_C2] datasource,data_thread() got not answer from any [Thunderbird_D4] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1146,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1147,"data_thread() got not answer from any [Thunderbird_A2] datasource,data_thread() got not answer from any [Thunderbird_D7] datasource,data_thread() got not answer from any [Thunderbird_C5] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1150,"synchronized to 10.100.18.250, stratum 3,synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1152,"data_thread() got not answer from any [Thunderbird_B8] datasource,data_thread() got not answer from any [Thunderbird_D5] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1154,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1155,"data_thread() got not answer from any [Thunderbird_B5] datasource,data_thread() got not answer from any [Thunderbird_C6] datasource,data_thread() got not answer from any [Thunderbird_B1] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1158,"synchronized to 10.100.24.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1159,"data_thread() got not answer from any [Thunderbird_D8] datasource,data_thread() got not answer from any [Thunderbird_A1] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1161,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1162,"My unqualified host name (eadmin1) unknown; sleeping for retry,My unqualified host name (aadmin1) unknown; sleeping for retry,My unqualified host name (badmin1) unknown; sleeping for retry",E75,"My unqualified host name (<*>) unknown; sleeping for retry,My unqualified host name (<*>) unknown; sleeping for retry,My unqualified host name (<*>) unknown; sleeping for retry"
1165,"synchronized to 10.100.24.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1166,"data_thread() got not answer from any [Thunderbird_A5] datasource,data_thread() got not answer from any [Thunderbird_B3] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1168,My unqualified host name (cadmin1) unknown; sleeping for retry,E75,My unqualified host name (<*>) unknown; sleeping for retry
1169,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1170,My unqualified host name (dadmin1) unknown; sleeping for retry,E75,My unqualified host name (<*>) unknown; sleeping for retry
1171,"data_thread() got not answer from any [Thunderbird_A3] datasource,data_thread() got not answer from any [Thunderbird_A4] datasource,data_thread() got not answer from any [Thunderbird_A8] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1174,"synchronized to 10.100.24.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1175,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
1176,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
1177,data_thread() got not answer from any [Thunderbird_B6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1178,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1179,"data_thread() got not answer from any [Thunderbird_C8] datasource,data_thread() got not answer from any [Thunderbird_A6] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1181,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1182,CentOS-4 (Kernel Module GPG key),E25,CentOS-<*> (Kernel Module GPG key)
1183,(supports S0 S4 S5),E4,(supports <*>)
1184,"DSDT (v001 DELL PE BKC 0x00000001 MSFT 0x0100000e) @ 0x0000000000000000,FADT (v001 DELL PE BKC 0x00000001 MSFT 0x0100000a) @ 0x00000000000fd6b0,HPET (v001 DELL PE BKC 0x00000001 MSFT 0x0100000a) @ 0x00000000000fd81c",E10,"<*> (v001 DELL PE BKC <*> MSFT <*>) @ <*>,<*> (v001 DELL PE BKC <*> MSFT <*>) @ <*>,<*> (v001 DELL PE BKC <*> MSFT <*>) @ <*>"
1187,HPET id: 0xffffffff base: 0xfed00000,E50,HPET id: <*> base: <*>
1188,INT_SRC_OVR (bus 0 bus_irq 0 global_irq 2 dfl dfl),E55,INT_SRC_OVR (bus <*> bus_irq <*> global_irq <*> dfl dfl)
1189,INT_SRC_OVR (bus 0 bus_irq 9 global_irq 9 high level),E56,INT_SRC_OVR (bus <*> bus_irq <*> global_irq <*> high level)
1190,"IOAPIC (id[0x08] address[0xfec00000] gsi_base[0]),IOAPIC (id[0x09] address[0xfec80000] gsi_base[32]),IOAPIC (id[0x0a] address[0xfec83000] gsi_base[64])",E59,"IOAPIC (id[<*>] address[<*>] gsi_base[<*>]),IOAPIC (id[<*>] address[<*>] gsi_base[<*>]),IOAPIC (id[<*>] address[<*>] gsi_base[<*>])"
1193,"IRQ0 used by override.,IRQ2 used by override.,IRQ9 used by override.",E60,"IRQ<*> used by override.,IRQ<*> used by override.,IRQ<*> used by override."
1196,Interpreter enabled,E58,Interpreter enabled
1197,"LAPIC (acpi_id[0x01] lapic_id[0x00] enabled),LAPIC (acpi_id[0x02] lapic_id[0x06] enabled),LAPIC (acpi_id[0x03] lapic_id[0x01] enabled),LAPIC (acpi_id[0x04] lapic_id[0x07] enabled)",E64,"LAPIC (acpi_id[<*>] lapic_id[<*>] enabled),LAPIC (acpi_id[<*>] lapic_id[<*>] enabled),LAPIC (acpi_id[<*>] lapic_id[<*>] enabled),LAPIC (acpi_id[<*>] lapic_id[<*>] enabled)"
1201,"LAPIC_NMI (acpi_id[0x01] high edge lint[0x1]),LAPIC_NMI (acpi_id[0x02] high edge lint[0x1]),LAPIC_NMI (acpi_id[0x03] high edge lint[0x1]),LAPIC_NMI (acpi_id[0x04] high edge lint[0x1])",E65,"LAPIC_NMI (acpi_id[<*>] high edge lint[<*>]),LAPIC_NMI (acpi_id[<*>] high edge lint[<*>]),LAPIC_NMI (acpi_id[<*>] high edge lint[<*>]),LAPIC_NMI (acpi_id[<*>] high edge lint[<*>])"
1205,Local APIC address 0xfee00000,E66,Local APIC address <*>
1206,"MADT (v001 DELL PE BKC 0x00000001 MSFT 0x0100000a) @ 0x00000000000fd724,MCFG (v001 DELL PE BKC 0x00000001 MSFT 0x0100000a) @ 0x00000000000fd854",E10,"<*> (v001 DELL PE BKC <*> MSFT <*>) @ <*>,<*> (v001 DELL PE BKC <*> MSFT <*>) @ <*>"
1208,PCI Interrupt Link [LNKA] (IRQs 3 4 5 6 7 10 11 12) *14,E82,PCI Interrupt Link [<*>] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) *<*>
1209,PCI Interrupt Link [LNKB] (IRQs 3 4 5 6 7 10 *11 12),E83,PCI Interrupt Link [<*>] (IRQs <*> <*> <*> <*> <*> <*> *<*> <*>)
1210,PCI Interrupt Link [LNKC] (IRQs 3 4 5 6 7 10 11 12) *15,E82,PCI Interrupt Link [<*>] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) *<*>
1211,"PCI Interrupt Link [LNKD] (IRQs 3 4 5 6 7 10 11 12) *0, disabled.,PCI Interrupt Link [LNKE] (IRQs 3 4 5 6 7 10 11 12) *0, disabled.,PCI Interrupt Link [LNKF] (IRQs 3 4 5 6 7 10 11 12) *0, disabled.,PCI Interrupt Link [LNKG] (IRQs 3 4 5 6 7 10 11 12) *0, disabled.,PCI Interrupt Link [LNKH] (IRQs 3 4 5 6 7 10 11 12) *0, disabled.",E84,"PCI Interrupt Link [<*>] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) *<*>, disabled.,PCI Interrupt Link [<*>] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) *<*>, disabled.,PCI Interrupt Link [<*>] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) *<*>, disabled.,PCI Interrupt Link [<*>] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) *<*>, disabled.,PCI Interrupt Link [<*>] (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) *<*>, disabled."
1216,"PCI Interrupt Routing Table [\_SB_.PCI0.PALO.DOBA._PRT],PCI Interrupt Routing Table [\_SB_.PCI0.PALO.DOBB._PRT],PCI Interrupt Routing Table [\_SB_.PCI0.PALO._PRT],PCI Interrupt Routing Table [\_SB_.PCI0.PBHI.PXB1._PRT],PCI Interrupt Routing Table [\_SB_.PCI0.PBHI.PXB2._PRT],PCI Interrupt Routing Table [\_SB_.PCI0.PBHI._PRT],PCI Interrupt Routing Table [\_SB_.PCI0.PBLO._PRT],PCI Interrupt Routing Table [\_SB_.PCI0.PICH._PRT],PCI Interrupt Routing Table [\_SB_.PCI0.VPR0._PRT],PCI Interrupt Routing Table [\_SB_.PCI0._PRT]",E85,"PCI Interrupt Routing Table [<*>],PCI Interrupt Routing Table [<*>],PCI Interrupt Routing Table [<*>],PCI Interrupt Routing Table [<*>],PCI Interrupt Routing Table [<*>],PCI Interrupt Routing Table [<*>],PCI Interrupt Routing Table [<*>],PCI Interrupt Routing Table [<*>],PCI Interrupt Routing Table [<*>],PCI Interrupt Routing Table [<*>]"
1226,PCI Root Bridge [PCI0] (00:00),E86,PCI Root Bridge [PCI0] (<*>:<*>)
1227,"PCI interrupt 0000:00:02.0[A] -> GSI 16 (level, low) -> IRQ 169,PCI interrupt 0000:00:04.0[A] -> GSI 16 (level, low) -> IRQ 169,PCI interrupt 0000:00:05.0[A] -> GSI 16 (level, low) -> IRQ 169,PCI interrupt 0000:00:06.0[A] -> GSI 16 (level, low) -> IRQ 169,PCI interrupt 0000:02:0e.0[A] -> GSI 46 (level, low) -> IRQ 177,PCI interrupt 0000:02:0e.0[A] -> GSI 46 (level, low) -> IRQ 177,PCI interrupt 0000:06:07.0[A] -> GSI 64 (level, low) -> IRQ 185,PCI interrupt 0000:06:07.0[A] -> GSI 64 (level, low) -> IRQ 185,PCI interrupt 0000:07:08.0[A] -> GSI 65 (level, low) -> IRQ 193,PCI interrupt 0000:07:08.0[A] -> GSI 65 (level, low) -> IRQ 193,PCI interrupt 0000:09:0d.0[A] -> GSI 18 (level, low) -> IRQ 201",E81,"PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>,PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>,PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>,PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>,PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>,PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>,PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>,PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>,PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>,PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>,PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>"
1238,Power Button (FF) [PWRF],E90,Power Button (FF) [PWRF]
1239,"Processor [CPU0] (supports C1),Processor [CPU1] (supports C1),Processor [CPU2] (supports C1),Processor [CPU3] (supports C1)",E94,"Processor [CPU<*>] (supports C1),Processor [CPU<*>] (supports C1),Processor [CPU<*>] (supports C1),Processor [CPU<*>] (supports C1)"
1243,RSDP (v000 DELL ) @ 0x00000000000fd650,E112,RSDP (<*> DELL ) @ <*>
1244,"RSDT (v001 DELL PE BKC 0x00000001 MSFT 0x0100000a) @ 0x00000000000fd664,SPCR (v001 DELL PE BKC 0x00000001 MSFT 0x0100000a) @ 0x00000000000fd7cc",E10,"<*> (v001 DELL PE BKC <*> MSFT <*>) @ <*>,<*> (v001 DELL PE BKC <*> MSFT <*>) @ <*>"
1246,Subsystem revision 20040816,E123,Subsystem revision <*>
1247,Using IOAPIC for interrupt routing,E139,Using IOAPIC for interrupt routing
1248,Intel(R) Xeon(TM) CPU 3.60GHz stepping 03,E57,Intel(R) Xeon(TM) CPU <*> stepping <*>
1249,"L2 cache: 2048K,L2 cache: 2048K,L2 cache: 2048K,L2 cache: 2048K,L2 cache: 2048K",E63,"L2 cache: <*>K,L2 cache: <*>K,L2 cache: <*>K,L2 cache: <*>K,L2 cache: <*>K"
1254,"Physical Processor ID: 0,Physical Processor ID: 0,Physical Processor ID: 0,Physical Processor ID: 3,Physical Processor ID: 3",E88,"Physical Processor ID: <*>,Physical Processor ID: <*>,Physical Processor ID: <*>,Physical Processor ID: <*>,Physical Processor ID: <*>"
1259,"Trace cache: 12K uops, L1 D cache: 16K,Trace cache: 12K uops, L1 D cache: 16K,Trace cache: 12K uops, L1 D cache: 16K,Trace cache: 12K uops, L1 D cache: 16K,Trace cache: 12K uops, L1 D cache: 16K",E129,"Trace cache: <*> uops, L1 D cache: <*>,Trace cache: <*> uops, L1 D cache: <*>,Trace cache: <*> uops, L1 D cache: <*>,Trace cache: <*> uops, L1 D cache: <*>,Trace cache: <*> uops, L1 D cache: <*>"
1264,colour VGA+ 80x25,E27,colour VGA+ <*>
1265,"mounted filesystem with ordered data mode.,mounted filesystem with ordered data mode.,mounted filesystem with ordered data mode.",E71,"mounted filesystem with ordered data mode.,mounted filesystem with ordered data mode.,mounted filesystem with ordered data mode."
1268,"sys_ia32.c,v 1.32 2002/03/24 13:02:28 ak Exp $",E11,<*> <*>.<*> <*>/<*>/<*> <*>:<*>:<*> ak Exp $
1269,"apic_id 8, version 32, address 0xfec00000, GSI 0-23,apic_id 9, version 32, address 0xfec80000, GSI 32-55,apic_id 10, version 32, address 0xfec83000, GSI 64-87",E18,"apic_id <*>, version <*>, address <*>, GSI <*>,apic_id <*>, version <*>, address <*>, GSI <*>,apic_id <*>, version <*>, address <*>, GSI <*>"
1272,"routing cache hash table of 65536 buckets, 1024Kbytes",E109,"routing cache hash table of <*> buckets, <*>Kbytes"
1273,PCI Hot Plug PCI Core version: 0.5,E80,PCI Hot Plug PCI Core version: <*>.<*>
1274,"root=LABEL=/ initrd=/x86_64/initrd-2.6.9-5.0.5.EL-lustre-1.4.2-perfctr-admin console=tty0 console=ttyS0,19200 fastboot BOOT_IMAGE=/x86_64/vmlinuz-2.6.9-5.0.5.EL-lustre-1.4.2-perfctr",E108,"root=LABEL=/ initrd=/<*> console=<*> console=<*>,<*> fastboot BOOT_IMAGE=<*>"
1275,"Registered protocol family 1,Registered protocol family 16,Registered protocol family 17,Registered protocol family 2",E103,"Registered protocol family <*>,Registered protocol family <*>,Registered protocol family <*>,Registered protocol family <*>"
1279,Using software bounce buffering for IO (SWIOTLB),E141,Using software bounce buffering for IO (SWIOTLB)
1280,Probing PCI hardware (bus 00),E93,Probing PCI hardware (bus <*>)
1281,Transparent bridge - 0000:00:1e.0,E130,Transparent bridge - <*>
1282,Using ACPI for IRQ routing,E136,Using ACPI for IRQ routing
1283,Using MMCONFIG at e0000000,E140,Using MMCONFIG at <*>
1284,Using configuration type 1,E137,Using configuration type <*>
1285,Compressed image found at block 0,E28,Compressed image found at block <*>
1286,Disabled at runtime.,E42,Disabled at runtime.
1287,Initializing.,E53,Initializing.
1288,Registering netfilter hooks,E104,Registering netfilter hooks
1289,Starting in permissive mode,E121,Starting in permissive mode
1290,Unregistering netfilter hooks,E133,Unregistering netfilter hooks
1291,Hash tables configured (established 262144 bind 65536),E49,Hash tables configured (established <*> bind <*>)
1292,Direct-Access ANSI SCSI revision: 02,E41,Direct-Access ANSI SCSI revision: <*>
1293,Processor ANSI SCSI revision: 02,E95,Processor ANSI SCSI revision: <*>
1294,Disk quotas dquot_6.5.1,E43,Disk quotas dquot_<*>.<*>.<*>
1295,Mounted root (ext2 filesystem).,E72,Mounted root (ext2 filesystem).
1296,MegaRAID Model: LD 0 RAID1 139G Rev: 516A,E70,MegaRAID Model: LD <*> RAID1 <*> Rev: <*>
1297,PE/PV Model: 1x2 SCSI BP Rev: 1.0,E87,PE/PV Model: <*> SCSI BP Rev: <*>.<*>
1298,initialized,E51,initialized
1299,initializing netlink socket (disabled),E52,initializing netlink socket (disabled)
1300,passed.,E79,passed.
1301,4.1.0-ioctl (2003-12-10) initialised: #36#@#37#,E14,<*>.<*>.<*>-ioctl (<*><*><*>) initialised: #<*>#@#<*>#
1302,"allocating divert_blk for eth0,allocating divert_blk for eth1",E17,"allocating divert_blk for eth<*>,allocating divert_blk for eth<*>"
1304,not allocating divert_blk for non-ethernet device lo,E77,not allocating divert_blk for non-ethernet device <*>
1305,v2.0:USB HID core driver,E143,v<*>.<*>:USB HID core driver
1306,eth0: e1000_probe: Intel(R) PRO/1000 Network Connection,E45,eth<*>: <*>: Intel(R) PRO/<*> Network Connection
1307,eth0: e1000_watchdog: NIC Link is Up 1000 Mbps Full Duplex,E46,eth0: <*>: NIC Link is Up <*> Mbps Full Duplex
1308,eth1: e1000_probe: Intel(R) PRO/1000 Network Connection,E45,eth<*>: <*>: Intel(R) PRO/<*> Network Connection
1309,no floppy controllers found,E76,no floppy controllers found
1310,RNG not detected,E107,RNG not detected
1311,"Wait for ready failed before probe !,Wait for ready failed before probe !,Wait for ready failed before probe !,Wait for ready failed before probe !,Wait for ready failed before probe !,Wait for ready failed before probe !",E145,"Wait for ready failed before probe !,Wait for ready failed before probe !,Wait for ready failed before probe !,Wait for ready failed before probe !,Wait for ready failed before probe !,Wait for ready failed before probe !"
1317,Assuming 33MHz system bus speed for PIO modes; override with idebus=xx,E20,Assuming <*>MHz system bus speed for PIO modes; override with idebus=xx
1318,Unknown cmd fd(5) cmd(80081272){00} arg(ffffda44) on /dev/sda,E132,Unknown cmd fd(<*>) cmd(<*>){<*>} arg(<*>) on /dev/sda
1319,"(C) 2000-2002 Netfilter core team,(C) 2000-2002 Netfilter core team,(C) 2000-2002 Netfilter core team,(C) 2000-2002 Netfilter core team",E1,"(C) <*>-<*> Netfilter core team,(C) <*>-<*> Netfilter core team,(C) <*>-<*> Netfilter core team,(C) <*>-<*> Netfilter core team"
1323,Installing public key data,E54,Installing public key data
1324,"... autorun DONE.,... autorun DONE.",E5,"... autorun DONE.,... autorun DONE."
1326,"Autodetecting RAID arrays.,Autodetecting RAID arrays.",E22,"Autodetecting RAID arrays.,Autodetecting RAID arrays."
1328,"autorun ...,autorun ...",E23,"autorun ...,autorun ..."
1330,"md driver 0.90.0 MAX_MD_DEVS=256, MD_SB_DISKS=27",E69,"md driver <*>.<*>.<*> MAX_MD_DEVS=<*>, MD_SB_DISKS=<*>"
1331,"#38#-rh1 (Release Date: Fri Dec 10 19:02:14 EST 2004),#39# (Release Date: Mon Sep 27 22:15:07 EDT 2004)",E9,"<*> (Release Date: <*> <*>),<*> (Release Date: <*> <*>)"
1333,fw version:[516A] bios version:[H418],E47,fw version:[<*>] bios version:[<*>]
1334,probe new device 0x1028:0x0013:0x1028:0x016c: bus 2:slot 14:func 0,E91,probe new device <*>:<*>:<*>:<*>: bus <*>:slot <*>:func <*>
1335,PS/2 mouse device common for all mice,E96,PS/<*> mouse device common for all mice
1336,v2.0 (20020519),E142,v<*>.<*> (<*>)
1337,rpc.statd startup succeeded,E110,rpc.statd startup succeeded
1338,portmap startup succeeded,E89,portmap startup succeeded
1339,Starting ts_fixup: succeeded,E122,Starting ts_fixup: succeeded
1340,Version 1.0.6 Starting,E144,Version <*>.<*>.<*> Starting
1341,LSI Logic MegaRAID driver,E68,LSI Logic MegaRAID driver
1342,scanning scsi channel 0 [Phy 0] for non-raid devices,E113,scanning scsi channel <*> [Phy <*>] for non-raid devices
1343,scanning scsi channel 1 [virtual] for logical drives,E114,scanning scsi channel <*> [virtual] for logical drives
1344,asking for cache data failed,E19,asking for cache data failed
1345,assuming drive cache: write through,E21,assuming drive cache: write through
1346,sda1 sda2 sda3 sda4,E115,sda1 sda2 sda3 sda4
1347,Registering secondary module capability,E105,Registering secondary module capability
1348,"i8042 AUX port at 0x60,0x64 irq 12",E12,"<*> AUX port at <*>,<*> irq <*>"
1349,"i8042 KBD port at 0x60,0x64 irq 1",E13,"<*> KBD port at <*>,<*> irq <*>"
1350,syslog-ng startup succeeded,E126,syslog-ng startup succeeded
1351,syslog-ng version 1.6.7 starting,E127,syslog-ng version <*>.<*>.<*> starting
1352,Detected 3591.360 MHz processor.,E33,Detected <*>.<*> MHz processor.
1353,Using 14.318180 MHz HPET timer.,E135,Using <*>.<*> MHz HPET timer.
1354,Using HPET based timekeeping.,E138,Using HPET based timekeeping.
1355,Creating Topspin /dev entries:,E31,Creating Topspin /dev entries:
1356,registered new driver hiddev,E99,registered new driver hiddev
1357,registered new driver hub,E100,registered new driver hub
1358,registered new driver usbfs,E101,registered new driver usbfs
1359,registered new driver usbhid,E102,registered new driver usbhid
1360,probe of vesafb0 failed with error -6,E92,probe of vesafb0 failed with error <*>
1361,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1362,data_thread() got not answer from any [Thunderbird_C1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1363,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1364,data_thread() got not answer from any [Thunderbird_B7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1365,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1366,data_thread() got not answer from any [Thunderbird_D6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1367,"synchronized to 10.100.24.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1368,data_thread() got not answer from any [Thunderbird_A7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1369,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
1370,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
1371,data_thread() got not answer from any [Thunderbird_B4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1372,"connection from ""#28#""",E29,"connection from ""#<*>#"""
1373,"synchronized to 10.100.28.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
1374,"data_thread() got not answer from any [Thunderbird_C4] datasource,data_thread() got not answer from any [Thunderbird_D4] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
1376,"User #29#, coming from #30#, authenticated.",E134,"User #<*>#, coming from #<*>#, authenticated."
1377,"synchronized to 10.100.20.250, stratum 3,synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
1379,data_thread() got not answer from any [Thunderbird_B2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
1380,Now running on #29#'s privileges.,E78,Now running on #<*>#'s privileges.
1381,Local disconnected: Connection closed.,E67,Local disconnected: Connection closed.
1382,connection lost: 'Connection closed.',E30,connection lost: 'Connection closed.'
1383,Mounting NFS filesystems: succeeded,E73,Mounting NFS filesystems: succeeded
1384,Mounting other filesystems: failed,E74,Mounting other filesystems: failed
1385,"data_thread() got not answer from any [Thunderbird_A2] datasource,data_thread() got not answer from any [Thunderbird_B5] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
